Sentence_id,Word,Transliteration,Target,Scene role,Function,MWE,Gloss,Notes
,કહીને,,,,,,,
,આપણો,,નો,SocialRel,Gestalt,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,ઉદાસ,,,,,,,
,થઈ,,,,,,,
,ગયો,,,,,,,
,.,,,,,,,
,,,,,,,,
82,પણ,,પણ,`,,,,
,ફરીથી,,થી,Frequency,Frequency,,,
,એણે,,એ,Experiencer,Agent,,,
,હિમત,,,,,,,
,ભેગી,,,,,,,
,કરી,,,,,,,
,અને,,,,,,,
,પૂછ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,હવે,,,,,,,
,મારે,,એ,Agent,Agent,,,
,કયા,,,,,,,
,ગ્રહની,,ની,Theme,Theme,,,
,મુલાકાત,,,,,,,
,લેવી,,,,,,,
,જોઇએ,,,,,,,
,?,,,,,,,
,“,,,,,,,
,,,,,,,,
83,“,,,,,,,
,પુથ્વી,,,,,,,
,“,,,,,,,
,",",,,,,,,
,ખગોળશાસ્ત્રીએ,,એ,Originator,Agent,,,
,કહ્યું,,,,,,,
,",",,,,,,,
,“,,,,,,,
,એનું,,નું,Theme,Theme,,,
,સારું,,,,,,,
,એવું,,,,,,,
,નામ,,,,,,,
,છે,,,,,,,
,.,,,,,,,
,"""",,,,,,,
,,,,,,,,
84,અને,,,,,,,
,પોતાના,,ના,Possessor,Possessor,,,
,ફૂલ,,,,,,,
,વિષે,,વિષે,Topic,Topic,,,
,વિચાર,,,,,,,
,કરતો,,,,,,,
,કરતો,,,,,,,
,નાનકડો,,,,,,,
,રાજકુમાર,,,,,,,
,ત્યાંથી,,થી,Source,Source,,,
,ચાલી,,,,,,,
,નીકળ્યો,,,,,,,
,.,,,,,,,
